,Unnamed: 0,height,father,mother,gender,kids
697,697,65.0,67.0,65.0,1,6
698,698,64.5,67.0,65.0,1,6
699,699,63.5,67.0,65.0,1,6
700,700,70.0,67.0,65.5,0,5
701,701,69.0,67.0,65.5,0,5
702,702,65.5,67.0,65.5,1,5
703,703,65.5,67.0,65.5,1,5
704,704,63.0,67.0,65.5,1,5
705,705,70.0,67.0,65.5,0,4
706,706,67.7,67.0,65.5,0,4
707,707,63.0,67.0,65.5,1,4
708,708,60.0,67.0,65.5,1,4
709,709,65.0,67.0,65.0,0,3
710,710,62.0,67.0,65.0,1,3
711,711,62.0,67.0,65.0,1,3
712,712,71.0,67.5,65.0,0,11
713,713,69.0,67.5,65.0,0,11
714,714,64.0,67.5,65.0,1,11
715,715,64.0,67.5,65.0,1,11
716,716,63.0,67.5,65.0,1,11
717,717,63.0,67.5,65.0,1,11
718,718,63.0,67.5,65.0,1,11
719,719,63.0,67.5,65.0,1,11
720,720,63.0,67.5,65.0,1,11
721,721,62.5,67.5,65.0,1,11
722,722,62.0,67.5,65.0,1,11
723,723,71.5,67.0,64.0,0,4
724,724,70.0,67.0,64.0,0,4
725,725,67.0,67.0,64.0,0,4
726,726,67.0,67.0,64.0,0,4
727,727,71.0,67.0,63.5,0,8
728,728,70.2,67.0,63.5,0,8
729,729,69.2,67.0,63.5,0,8
730,730,68.5,67.0,63.5,0,8
731,731,68.0,67.0,63.5,0,8
732,732,67.0,67.0,63.5,0,8
733,733,65.5,67.0,63.5,0,8
734,734,63.5,67.0,63.5,1,8
735,735,69.0,67.0,63.0,0,3
736,736,68.0,67.0,63.0,0,3
737,737,63.0,67.0,63.0,1,3
738,738,70.0,67.5,62.0,0,5
739,739,69.5,67.5,62.0,0,5
740,740,69.0,67.5,62.0,0,5
741,741,68.5,67.5,62.0,0,5
742,742,66.0,67.5,62.0,1,5
743,743,67.0,67.0,61.0,0,1
744,744,70.5,66.0,67.0,0,8
745,745,70.5,66.0,67.0,0,8
746,746,67.0,66.0,67.0,0,8
747,747,66.0,66.0,67.0,0,8
748,748,66.0,66.0,67.0,0,8
749,749,62.0,66.0,67.0,1,8
750,750,62.0,66.0,67.0,1,8
751,751,61.5,66.0,67.0,1,8
752,752,72.0,66.0,67.0,0,9
753,753,65.0,66.0,67.0,0,9
754,754,65.0,66.0,67.0,0,9
755,755,67.0,66.0,67.0,1,9
756,756,64.0,66.0,67.0,1,9
757,757,64.0,66.0,67.0,1,9
758,758,62.0,66.0,67.0,1,9
759,759,60.0,66.0,67.0,1,9
760,760,60.0,66.0,67.0,1,9
761,761,66.0,66.0,66.0,0,5
762,762,65.0,66.0,66.0,0,5
763,763,67.0,66.0,66.0,1,5
764,764,66.5,66.0,66.0,1,5
765,765,65.5,66.0,66.0,1,5
766,766,72.0,66.0,66.0,0,6
767,767,68.0,66.0,66.0,0,6
768,768,66.0,66.0,66.0,1,6
769,769,65.0,66.0,66.0,1,6
770,770,62.0,66.0,66.0,1,6
771,771,61.0,66.0,66.0,1,6
772,772,68.7,66.5,65.0,0,8
773,773,68.5,66.5,65.0,0,8
774,774,66.5,66.5,65.0,0,8
775,775,64.5,66.5,65.0,0,8
776,776,62.5,66.5,65.0,1,8
777,777,60.5,66.5,65.0,1,8
778,778,60.5,66.5,65.0,1,8
779,779,57.5,66.5,65.0,1,8
780,780,72.0,66.0,65.5,0,5
781,781,71.0,66.0,65.5,0,5
782,782,67.0,66.0,65.5,0,5
783,783,66.0,66.0,65.5,1,5
784,784,65.0,66.0,65.5,1,5
785,785,70.0,66.0,63.0,0,1
786,786,64.5,66.0,63.5,1,2
787,787,62.0,66.0,63.5,1,2
788,788,67.2,66.5,63.0,0,6
789,789,67.0,66.5,63.0,0,6
790,790,65.0,66.5,63.0,0,6
791,791,65.0,66.5,63.0,1,6
792,792,65.0,66.5,63.0,1,6
793,793,63.0,66.5,63.0,1,6
794,794,70.0,66.5,62.5,0,7
795,795,68.0,66.5,62.5,0,7
796,796,63.5,66.5,62.5,1,7
797,797,62.5,66.5,62.5,1,7
798,798,62.5,66.5,62.5,1,7
799,799,62.5,66.5,62.5,1,7
800,800,62.5,66.5,62.5,1,7
801,801,70.0,66.0,61.5,0,1
802,802,68.0,66.0,60.0,0,4
803,803,67.0,66.0,60.0,0,4
804,804,65.0,66.0,60.0,0,4
805,805,60.0,66.0,60.0,1,4
806,806,65.0,66.0,60.0,0,1
807,807,68.0,66.0,59.0,0,15
808,808,67.0,66.0,59.0,0,15
809,809,66.5,66.0,59.0,0,15
810,810,66.0,66.0,59.0,0,15
811,811,65.7,66.0,59.0,0,15
812,812,65.5,66.0,59.0,0,15
813,813,65.0,66.0,59.0,0,15
814,814,65.0,66.0,59.0,1,15
815,815,64.0,66.0,59.0,1,15
816,816,63.0,66.0,59.0,1,15
817,817,62.0,66.0,59.0,1,15
818,818,61.0,66.0,59.0,1,15
819,819,60.0,66.0,59.0,1,15
820,820,58.0,66.0,59.0,1,15
821,821,57.0,66.0,59.0,1,15
822,822,66.5,65.0,67.0,0,4
823,823,66.0,65.0,67.0,0,4
824,824,66.0,65.0,67.0,0,4
825,825,65.0,65.0,67.0,1,4
826,826,63.0,65.0,67.0,1,1
827,827,63.0,65.0,66.0,0,4
828,828,63.0,65.0,66.0,1,4
829,829,63.0,65.0,66.0,1,4
830,830,60.0,65.0,66.0,1,4
831,831,69.0,65.0,65.0,0,9
832,832,68.0,65.0,65.0,0,9
833,833,68.0,65.0,65.0,0,9
834,834,65.0,65.0,65.0,1,9
835,835,65.0,65.0,65.0,1,9
836,836,62.0,65.0,65.0,1,9
837,837,62.0,65.0,65.0,1,9
838,838,61.0,65.0,65.0,1,9
839,839,59.0,65.0,65.0,1,9
840,840,70.7,65.0,65.5,0,2
841,841,65.5,65.0,65.5,1,2
842,842,69.2,65.0,65.0,0,6
843,843,69.0,65.0,65.0,0,6
844,844,68.0,65.0,65.0,0,6
845,845,67.7,65.0,65.0,0,6
846,846,64.5,65.0,65.0,1,6
847,847,60.5,65.0,65.0,1,6
848,848,67.0,65.0,64.0,0,6
849,849,67.0,65.0,64.0,0,6
850,850,64.0,65.0,64.0,1,6
851,851,64.0,65.0,64.0,1,6
852,852,62.5,65.0,64.0,1,6
853,853,60.5,65.0,64.0,1,6
854,854,70.0,65.0,63.0,0,2
855,855,63.0,65.0,63.0,1,2
856,856,66.0,65.0,63.0,0,3
857,857,66.0,65.0,63.0,0,3
858,858,63.0,65.0,63.0,1,3
859,859,71.0,65.5,63.0,0,4
860,860,71.0,65.5,63.0,0,4
861,861,69.0,65.5,63.0,0,4
862,862,63.5,65.5,63.0,1,4
863,863,68.0,65.5,60.0,0,5
864,864,68.0,65.5,60.0,0,5
865,865,67.0,65.5,60.0,0,5
866,866,67.0,65.5,60.0,0,5
867,867,62.0,65.5,60.0,1,5
868,868,71.5,64.0,64.0,0,7
869,869,68.0,64.0,64.0,0,7
870,870,65.5,64.0,64.0,1,7
871,871,64.0,64.0,64.0,1,7
872,872,62.0,64.0,64.0,1,7
873,873,62.0,64.0,64.0,1,7
874,874,61.0,64.0,64.0,1,7
875,875,70.5,64.0,64.0,0,7
876,876,68.0,64.0,64.0,0,7
877,877,67.0,64.0,64.0,1,7
878,878,65.0,64.0,64.0,1,7
879,879,64.0,64.0,64.0,1,7
880,880,64.0,64.0,64.0,1,7
881,881,60.0,64.0,64.0,1,7
882,882,64.5,64.0,63.0,0,1
883,883,66.0,64.0,60.0,0,2
884,884,60.0,64.0,60.0,1,2
885,885,64.0,62.0,66.0,0,3
886,886,62.0,62.0,66.0,1,3
887,887,61.0,62.0,66.0,1,3
888,888,66.5,62.5,63.0,0,2
889,889,57.0,62.5,63.0,1,2
890,890,72.0,68.5,65.0,0,8
891,891,70.5,68.5,65.0,0,8
892,892,68.7,68.5,65.0,0,8
893,893,68.5,68.5,65.0,0,8
894,894,67.7,68.5,65.0,0,8
895,895,64.0,68.5,65.0,1,8
896,896,63.5,68.5,65.0,1,8
897,897,63.0,68.5,65.0,1,8
